,entity_id,entity_type,time_index,fiware_servicepath,__original_ngsi_entity__,weight_id,angular_coefficient_c1,angular_coefficient_c2,angular_coefficient_c3,angular_coefficient_c4,angular_coefficient_c5,angular_coefficient_c6,angular_coefficient_c7,angular_coefficient_c8,external_power_c1,external_power_c2,external_power_c3,external_power_c4,external_power_c5,external_power_c6,external_power_c7,external_power_c8,firmware_c1,firmware_c2,firmware_c3,firmware_c4,firmware_c5,firmware_c6,firmware_c7,firmware_c8,point_c1,point_c2,point_c3,point_c4,point_c5,point_c6,point_c7,point_c8,serialn_c1,serialn_c2,serialn_c3,serialn_c4,serialn_c5,serialn_c6,serialn_c7,serialn_c8,temperature_c1,temperature_c2,temperature_c3,temperature_c4,temperature_c5,temperature_c6,temperature_c7,temperature_c8,weight_c1,weight_c2,weight_c3,weight_c4,weight_c5,weight_c6,weight_c7,weight_c8,voltage_c1,voltage_c2,voltage_c3,voltage_c4,voltage_c5,voltage_c6,voltage_c7,voltage_c8,datetime,total_weight
737,urn:ngsi-v2:DSX:002,DSX,1647000784851,/,,d0437a64-9b15-4995-a7a4-540349ccf841,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14743,0","15997,3","17655,0","17263,7","9180,1","5635,9","3977,3","5960,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,0","10,7","10,4","10,6","11,4","11,1","10,5","10,9",0,-1,0,-1,-1,-2,0,0,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:13:04.851,-5
327,urn:ngsi-v2:DSX:002,DSX,1647000790511,/,,d0437a64-9b15-4995-a7a4-540349ccf841,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14742,3","15992,3","17653,1","17259,9","9183,1","5636,5","3976,6","5957,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,0","10,7","10,4","10,6","11,4","11,1","10,5","10,9",0,-2,0,-2,0,-2,-1,0,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:13:10.511,-7
894,urn:ngsi-v2:DSX:002,DSX,1647001006627,/,,325f9f4d-0bd6-4ff7-b60d-39b28e5b69d8,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14748,6","15997,6","17656,1","17262,9","9175,6","5638,5","3982,7","5963,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,0","10,7","10,4","10,7","11,4","11,2","10,5","11,0",0,-2,0,-1,1,0,0,0,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:16:46.627,-2
178,urn:ngsi-v2:DSX:002,DSX,1647001011971,/,,325f9f4d-0bd6-4ff7-b60d-39b28e5b69d8,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14743,7","16000,3","17651,0","17268,8","9179,4","5641,4","3979,5","5960,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,0","10,7","10,4","10,7","11,4","11,2","10,5","11,0",0,-1,-1,0,1,0,-1,0,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:16:51.971,-2
176,urn:ngsi-v2:DSX:002,DSX,1647001018873,/,,325f9f4d-0bd6-4ff7-b60d-39b28e5b69d8,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14735,5","15993,3","17652,1","17260,3","9181,1","5639,1","3979,3","5963,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,0","10,7","10,4","10,7","11,4","11,2","10,5","11,0",-2,-2,-1,-1,2,0,-1,0,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:16:58.873,-5
891,urn:ngsi-v2:DSX:002,DSX,1647001024390,/,,325f9f4d-0bd6-4ff7-b60d-39b28e5b69d8,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14737,6","15999,2","17655,8","17265,7","9175,8","5636,3","3975,0","5957,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,0","10,7","10,4","10,7","11,4","11,2","10,5","11,0",-2,-1,-1,0,1,-1,-2,-1,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:17:04.390,-7
739,urn:ngsi-v2:DSX:002,DSX,1647001196911,/,,ff54c731-8c14-4350-b92b-e8176513fdfa,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14744,1","15995,9","17660,2","17260,1","9352,3","5789,9","3978,3","5952,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,1","10,7","10,5","10,7","11,5","11,2","10,6","11,1",0,-1,0,0,31,26,0,-1,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:19:56.911,55
174,urn:ngsi-v2:DSX:002,DSX,1647001202328,/,,ff54c731-8c14-4350-b92b-e8176513fdfa,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14733,1","15995,2","17659,3","17266,7","9175,5","5637,6","3973,6","5957,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,1","10,7","10,5","10,7","11,5","11,2","10,6","11,1",-2,-1,-1,1,0,-1,-1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:20:02.328,-5
888,urn:ngsi-v2:DSX:002,DSX,1647001207547,/,,ff54c731-8c14-4350-b92b-e8176513fdfa,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14744,5","15997,9","17657,0","17263,8","9168,9","5631,1","3978,1","5957,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,1","10,7","10,5","10,7","11,5","11,2","10,6","11,1",0,0,-1,1,-2,-2,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:20:07.547,-4
177,urn:ngsi-v2:DSX:002,DSX,1647001531725,/,,5bcc20ba-57e3-4741-99d3-cc65c2fba742,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14737,0","15985,6","17661,5","17267,8","9186,7","5671,5","3975,8","5984,4",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,1","10,8","10,5","10,8","11,5","11,3","10,7","11,2",0,-1,0,-1,0,4,1,6,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:25:31.725,9
328,urn:ngsi-v2:DSX:002,DSX,1647001537853,/,,5bcc20ba-57e3-4741-99d3-cc65c2fba742,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14728,6","15984,8","17657,4","17272,3","9199,4","5674,5","3979,9","6005,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,1","10,8","10,5","10,8","11,5","11,3","10,7","11,2",-2,-1,0,0,2,4,1,9,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:25:37.853,13
329,urn:ngsi-v2:DSX:002,DSX,1647003049618,/,,d8781716-0d16-4e8b-9dd8-fa39175f450a,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14711,9","15972,1","17687,0","17301,1","9228,9","5671,5","3950,7","5937,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,3","11,0","10,8","11,0","11,8","11,5","11,0","11,5",0,-1,0,0,0,0,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:50:49.618,-1
175,urn:ngsi-v2:DSX:002,DSX,1647003053587,/,,d8781716-0d16-4e8b-9dd8-fa39175f450a,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14714,9","15979,4","17685,5","17299,5","9225,5","5664,9","3948,5","5938,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,3","11,0","10,8","11,0","11,8","11,5","11,0","11,5",1,0,0,-1,0,-1,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:50:53.587,-1
892,urn:ngsi-v2:DSX:002,DSX,1647003058165,/,,d8781716-0d16-4e8b-9dd8-fa39175f450a,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14712,9","15980,3","17683,5","17299,6","9226,9","5665,4","3949,6","5938,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"11,3","11,0","10,8","11,0","11,8","11,5","11,0","11,5",0,0,0,-1,0,-1,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-11 12:50:58.165,-2
330,urn:ngsi-v2:DSX:002,DSX,1647256916687,/,,164333fa-0afd-4222-9773-fdfc22866a99,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14657,1","15997,7","17741,1","17284,4","9203,1","5644,4","3943,6","5942,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,0","7,5","7,0","7,0","8,3","8,0","7,7","8,1",-1,-1,0,-1,1,1,-1,0,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:21:56.687,-2
475,urn:ngsi-v2:DSX:002,DSX,1647256919807,/,,164333fa-0afd-4222-9773-fdfc22866a99,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14658,0","15996,3","17742,2","17286,6","9202,5","5637,7","3946,3","5942,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,0","7,5","7,0","7,0","8,3","8,0","7,7","8,1",-1,-1,0,0,1,-1,0,0,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:21:59.807,-2
741,urn:ngsi-v2:DSX:002,DSX,1647258033701,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14656,7","16001,7","17733,3","17282,9","9195,3","5634,3","3947,7","5946,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",-2,-1,-1,-2,-1,-1,2,3,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:40:33.701,-3
734,urn:ngsi-v2:DSX:002,DSX,1647258038182,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"16689,5","17887,6","20175,7","20856,8","9582,5","6967,3","3948,4","5935,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",354,330,428,625,67,233,2,1,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:40:38.182,2040
467,urn:ngsi-v2:DSX:002,DSX,1647258041071,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14658,2","16007,9","18222,1","17586,1","11728,1","8576,4","5281,9","7689,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",-2,0,85,52,443,515,236,308,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:40:41.071,1637
887,urn:ngsi-v2:DSX:002,DSX,1647258045055,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14593,0","15934,3","17775,6","17271,8","11264,2","8125,0","5432,7","7703,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",-13,-13,7,-3,362,436,262,311,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:40:45.055,1349
468,urn:ngsi-v2:DSX:002,DSX,1647258048723,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14638,4","15979,6","17752,1","17185,7","11388,0","8441,4","4913,0","6945,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",-5,-5,3,-19,384,492,171,178,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:40:48.723,1199
735,urn:ngsi-v2:DSX:002,DSX,1647258052347,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14599,4","15969,7","18534,9","18866,3","11029,7","7352,8","3942,3","5934,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",-12,-6,140,276,321,301,1,1,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:40:52.347,1022
740,urn:ngsi-v2:DSX:002,DSX,1647258056372,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15320,3","17381,7","19542,1","19846,1","9166,5","5586,3","3944,4","5945,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",114,241,317,448,-6,-9,1,2,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:40:56.372,1108
1032,urn:ngsi-v2:DSX:002,DSX,1647258060100,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"16008,4","18640,8","17798,8","17272,0","9200,0","5633,8","3939,4","5940,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",235,462,11,-3,0,-1,0,2,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:41:00.100,706
469,urn:ngsi-v2:DSX:002,DSX,1647258063030,/,,141d5afd-78e9-49a1-aa0d-a06f4dcef555,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14668,7","15997,7","17725,4","17281,7","9195,2","5634,1","3950,1","5947,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,7","7,1","7,2","8,4","8,2","7,8","8,2",0,-2,-2,-2,-1,-1,2,3,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 11:41:03.030,-3
1039,urn:ngsi-v2:DSX:002,DSX,1647263465086,/,,67781691-1ef3-4f17-a258-1010f27876ad,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14662,8","15985,1","17715,9","17268,3","9200,5","5659,2","3942,2","5928,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,8","8,3","8,0","8,0","9,3","8,9","8,5","8,9",-1,-4,-4,-4,0,4,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 13:11:05.086,-8
181,urn:ngsi-v2:DSX:002,DSX,1647263470431,/,,67781691-1ef3-4f17-a258-1010f27876ad,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14664,6","15984,8","17718,1","17268,5","9201,1","5659,2","3944,7","5928,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,8","8,3","8,0","8,0","9,3","8,9","8,5","8,9",-1,-4,-3,-4,0,4,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-14 13:11:10.431,-7
