,entity_id,entity_type,time_index,fiware_servicepath,__original_ngsi_entity__,weight_id,angular_coefficient_c1,angular_coefficient_c2,angular_coefficient_c3,angular_coefficient_c4,angular_coefficient_c5,angular_coefficient_c6,angular_coefficient_c7,angular_coefficient_c8,external_power_c1,external_power_c2,external_power_c3,external_power_c4,external_power_c5,external_power_c6,external_power_c7,external_power_c8,firmware_c1,firmware_c2,firmware_c3,firmware_c4,firmware_c5,firmware_c6,firmware_c7,firmware_c8,point_c1,point_c2,point_c3,point_c4,point_c5,point_c6,point_c7,point_c8,serialn_c1,serialn_c2,serialn_c3,serialn_c4,serialn_c5,serialn_c6,serialn_c7,serialn_c8,temperature_c1,temperature_c2,temperature_c3,temperature_c4,temperature_c5,temperature_c6,temperature_c7,temperature_c8,weight_c1,weight_c2,weight_c3,weight_c4,weight_c5,weight_c6,weight_c7,weight_c8,voltage_c1,voltage_c2,voltage_c3,voltage_c4,voltage_c5,voltage_c6,voltage_c7,voltage_c8,datetime,total_weight
670,urn:ngsi-v2:DSX:002,DSX,1648726912091,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14724,0","16015,3","18190,8","17270,9","9251,7","5634,8","3978,4","5975,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,-1,64,7,12,-1,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:41:52.091,85
672,urn:ngsi-v2:DSX:002,DSX,1648726916161,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14733,5","16028,5","18367,4","17328,8","9228,9","5658,5","3976,7","5978,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",5,2,95,17,8,3,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:41:56.161,130
385,urn:ngsi-v2:DSX:002,DSX,1648726920108,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14727,4","16013,8","18559,5","17532,0","9194,5","5669,4","3977,9","5978,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,-1,128,53,3,5,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:00.108,192
963,urn:ngsi-v2:DSX:002,DSX,1648726923825,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14749,4","16020,8","18484,3","17620,2","9178,8","5676,4","3977,5","5976,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",8,0,115,68,0,6,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:03.825,197
389,urn:ngsi-v2:DSX:002,DSX,1648726927080,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14710,3","16020,8","18362,2","17679,2","9218,5","5685,2","3976,0","5977,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",1,0,94,78,7,8,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:07.080,188
391,urn:ngsi-v2:DSX:002,DSX,1648726930549,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14705,2","16030,4","18365,4","17699,7","9219,0","5679,1","3980,3","5980,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",0,2,95,82,7,7,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:10.549,193
961,urn:ngsi-v2:DSX:002,DSX,1648726934804,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15014,4","16174,2","18512,8","17729,6","9212,4","5672,2","3979,7","5980,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",54,27,120,87,6,6,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:14.804,300
676,urn:ngsi-v2:DSX:002,DSX,1648726938354,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14704,1","16022,1","18382,2","17686,1","9214,6","5685,6","3981,9","5980,4",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",0,1,97,80,6,8,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:18.354,193
249,urn:ngsi-v2:DSX:002,DSX,1648726941977,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14737,3","16036,4","18314,7","17716,0","9211,4","5688,9","3980,4","5979,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",6,3,86,85,5,8,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:21.977,193
248,urn:ngsi-v2:DSX:002,DSX,1648726945441,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14730,8","16035,2","18347,1","17728,9","9179,5","5666,8","3975,9","5979,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",5,3,91,87,0,5,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:25.441,191
392,urn:ngsi-v2:DSX:002,DSX,1648726948875,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14724,6","16033,7","18291,2","17769,6","9183,8","5681,6","3980,6","5978,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,2,82,94,1,7,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:28.875,190
966,urn:ngsi-v2:DSX:002,DSX,1648726952648,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14728,6","16037,6","18298,2","17762,5","9183,7","5676,3","3979,2","5980,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,3,83,93,1,6,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:32.648,190
544,urn:ngsi-v2:DSX:002,DSX,1648726956313,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14725,6","16033,8","18308,9","17755,9","9186,5","5685,9","3978,5","5977,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,2,85,92,1,8,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:36.313,192
669,urn:ngsi-v2:DSX:002,DSX,1648726960074,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14727,5","16037,2","18289,7","17752,9","9183,0","5673,8","3980,4","5981,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,3,81,91,1,6,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:40.074,186
252,urn:ngsi-v2:DSX:002,DSX,1648726963125,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14739,1","16045,1","18324,6","17727,5","9180,5","5665,3","3981,6","5973,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",6,5,87,87,0,4,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:43.125,190
965,urn:ngsi-v2:DSX:002,DSX,1648726967168,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14725,3","16032,7","18337,8","17736,1","9191,3","5668,9","3978,0","5979,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,2,90,88,2,5,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:47.168,191
246,urn:ngsi-v2:DSX:002,DSX,1648726971106,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14726,8","16037,9","18319,2","17739,1","9186,5","5667,4","3979,7","5975,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,3,86,89,1,5,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:51.106,188
116,urn:ngsi-v2:DSX:002,DSX,1648726974390,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14727,7","16039,7","18288,7","17776,9","9170,7","5664,5","3979,0","5980,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,4,81,95,0,4,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:54.390,188
115,urn:ngsi-v2:DSX:002,DSX,1648726978220,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14713,2","16034,3","18342,4","17731,1","9186,1","5671,7","3982,1","5975,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",2,3,90,88,1,5,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:42:58.220,190
673,urn:ngsi-v2:DSX:002,DSX,1648726981785,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14717,5","16038,7","18338,1","17726,3","9189,3","5672,9","3982,0","5978,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",3,3,90,87,2,6,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:43:01.785,192
540,urn:ngsi-v2:DSX:002,DSX,1648726985723,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14726,2","16029,4","18330,3","17714,8","9191,6","5707,2","3978,5","5977,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",4,2,88,85,2,12,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:43:05.723,193
677,urn:ngsi-v2:DSX:002,DSX,1648726988848,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14714,0","16029,2","18297,0","17730,6","9200,6","5704,2","3982,5","5982,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",2,2,83,87,4,11,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:43:08.848,190
674,urn:ngsi-v2:DSX:002,DSX,1648726992889,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14713,1","16026,2","18297,9","17710,2","9192,4","5698,6","3982,8","5977,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",2,1,83,84,2,10,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:43:12.889,183
545,urn:ngsi-v2:DSX:002,DSX,1648726996274,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14722,7","16029,6","18337,1","17778,4","9193,9","5677,1","3981,3","5981,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",3,2,90,96,2,6,1,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:43:16.274,200
113,urn:ngsi-v2:DSX:002,DSX,1648726999783,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14713,8","16035,4","18292,8","17788,1","9193,4","5676,9","3979,3","5978,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",2,3,82,98,2,6,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:43:19.783,193
964,urn:ngsi-v2:DSX:002,DSX,1648727003462,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14716,4","16038,0","18313,5","17786,7","9185,0","5672,1","3978,6","5980,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",2,3,85,97,1,6,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:43:23.462,194
822,urn:ngsi-v2:DSX:002,DSX,1648727007114,/,,b10ab980-f47f-4279-bcb0-d330711110c6,"0,999740 0,999740","1,00043 1,00043","1,00171 1,00171","0,999310 0,999310","0,997420 0,997420","1,00154 1,00154","1,00037 1,00037","0,998950 0,998950",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14705,1","16033,7","18270,6","17810,2","9190,3","5676,0","3978,0","5975,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"12,3","11,9","11,6","11,4","12,5","12,1","12,2","12,4",0,2,78,101,2,6,0,0,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-31 11:43:27.114,189
